,IA_LABEL,IA_ID,IA_LEFT,IA_TOP,batch,article_id,paragraph_id,level,RECORDING_SESSION_LABEL,TRIAL_INDEX,trial,list,has_preview,article_ind
711,film-editing,95,358,834,2,8,6,Adv,l43_302,16,16,43,1,3
712,deep-fried,17,358,264,2,10,2,Adv,l35_264,26,20,35,1,4
713,film-makers.,16,358,264,2,8,6,Adv,l35_264,50,34,35,1,6
714,post-genocide,32,358,378,2,8,6,Adv,l35_264,50,34,35,1,6
715,film-editing,95,358,834,2,8,6,Adv,l35_264,50,34,35,1,6
716,film-makers.,16,358,264,2,8,6,Adv,l39_289,19,19,39,1,3
717,post-genocide,32,358,378,2,8,6,Adv,l39_289,19,19,39,1,3
718,film-editing,95,358,834,2,8,6,Adv,l39_289,19,19,39,1,3
719,deep-fried,17,358,264,2,10,2,Adv,l39_289,30,30,39,1,6
720,honey-flavored,47,358,492,2,8,2,Ele,l44_305,4,4,44,1,1
721,100sq-meter,43,358,492,2,6,2,Adv,l44_305,22,20,44,1,4
722,100sq-meter,43,358,492,2,6,2,Adv,l48_315,23,19,48,1,4
723,honey-flavored,47,358,492,2,8,2,Ele,l48_315,34,29,48,1,6
724,e-bicycles,65,358,606,3,6,3,Adv,l11_342,11,10,11,1,2
725,three-square-meter,54,358,492,3,9,1,Ele,l11_342,46,40,11,1,8
726,French-Canadian,49,358,492,3,7,4,Adv,l11_342,55,47,11,1,9
727,brand-new,19,358,264,3,7,5,Adv,l11_342,56,48,11,1,9
728,"open-minded,",83,358,720,3,10,5,Ele,l11_342,66,55,11,1,10
729,three-square-meter,54,358,492,3,9,1,Ele,l21_363,10,8,21,1,2
730,e-bicycles,65,358,606,3,6,3,Adv,l21_363,21,19,21,1,4
731,French-Canadian,49,358,492,3,7,4,Adv,l21_363,40,38,21,1,7
732,brand-new,19,358,264,3,7,5,Adv,l21_363,41,39,21,1,7
733,"open-minded,",83,358,720,3,10,5,Ele,l21_363,48,46,21,1,8
734,three-square-meter,68,358,606,3,9,1,Adv,l12_343,4,3,12,1,1
735,three-square-meter,54,358,492,3,9,1,Ele,l7_333,7,3,7,1,1
736,e-bicycles,65,358,606,3,6,3,Adv,l7_333,22,14,7,1,3
737,"open-minded,",83,358,720,3,10,5,Ele,l7_333,31,23,7,1,4
738,French-Canadian,49,358,492,3,7,4,Adv,l7_333,60,49,7,1,9
739,brand-new,19,358,264,3,7,5,Adv,l7_333,61,50,7,1,9
740,three-square-meter,68,358,606,3,9,1,Adv,l22_364,12,10,22,1,2
741,three-square-meter,54,358,492,3,9,1,Ele,l33_391,8,8,33,1,2
742,e-bicycles,65,358,606,3,6,3,Adv,l33_391,20,18,33,1,4
743,French-Canadian,49,358,492,3,7,4,Adv,l33_391,60,42,33,1,8
744,brand-new,19,358,264,3,7,5,Adv,l33_391,61,43,33,1,8
745,"open-minded,",83,358,720,3,10,5,Ele,l33_391,73,55,33,1,10
746,three-square-meter,68,358,606,3,9,1,Adv,l26_376,33,31,26,1,6
747,three-square-meter,68,358,606,3,9,1,Adv,l30_385,3,3,30,1,1
748,e-bicycles,65,358,606,3,6,3,Adv,l27_377,11,11,27,1,2
749,"open-minded,",83,358,720,3,10,5,Ele,l27_377,21,20,27,1,3
750,French-Canadian,49,358,492,3,7,4,Adv,l27_377,30,29,27,1,5
751,brand-new,19,358,264,3,7,5,Adv,l27_377,31,30,27,1,5
752,three-square-meter,54,358,492,3,9,1,Ele,l27_377,39,38,27,1,7
753,three-square-meter,54,358,492,3,9,1,Ele,l23_371,10,8,23,1,2
754,"open-minded,",83,358,720,3,10,5,Ele,l23_371,31,27,23,1,5
755,e-bicycles,65,358,606,3,6,3,Adv,l23_371,37,31,23,1,6
756,French-Canadian,49,358,492,3,7,4,Adv,l23_371,45,39,23,1,7
757,brand-new,19,358,264,3,7,5,Adv,l23_371,46,40,23,1,7
758,French-Canadian,49,358,492,3,7,4,Adv,l13_347,12,11,13,1,2
759,brand-new,19,358,264,3,7,5,Adv,l13_347,13,12,13,1,2
760,three-square-meter,54,358,492,3,9,1,Ele,l13_347,21,20,13,1,4
761,"open-minded,",83,358,720,3,10,5,Ele,l13_347,36,34,13,1,6
762,e-bicycles,65,358,606,3,6,3,Adv,l13_347,41,38,13,1,7
763,three-square-meter,68,358,606,3,9,1,Adv,l6_330,53,53,6,1,10
764,three-square-meter,68,358,606,3,9,1,Adv,l20_361,25,24,20,1,5
765,three-square-meter,68,358,606,3,9,1,Adv,l14_349,50,48,14,1,9
766,three-square-meter,54,358,492,3,9,1,Ele,l19_359,15,13,19,1,3
767,e-bicycles,65,358,606,3,6,3,Adv,l19_359,21,19,19,1,4
768,"open-minded,",83,358,720,3,10,5,Ele,l19_359,30,28,19,1,5
769,French-Canadian,49,358,492,3,7,4,Adv,l19_359,56,53,19,1,10
770,brand-new,19,358,264,3,7,5,Adv,l19_359,57,54,19,1,10
771,e-bicycles,65,358,606,3,6,3,Adv,l29_383,7,5,29,1,1
772,three-square-meter,54,358,492,3,9,1,Ele,l29_383,15,10,29,1,2
773,French-Canadian,49,358,492,3,7,4,Adv,l29_383,47,27,29,1,5
774,brand-new,19,358,264,3,7,5,Adv,l29_383,49,28,29,1,5
775,"open-minded,",83,358,720,3,10,5,Ele,l29_383,71,50,29,1,9
776,three-square-meter,68,358,606,3,9,1,Adv,l16_353,22,19,16,1,4
777,French-Canadian,49,358,492,3,7,4,Adv,l25_374,12,11,25,1,2
778,brand-new,19,358,264,3,7,5,Adv,l25_374,13,12,25,1,2
779,e-bicycles,65,358,606,3,6,3,Adv,l25_374,40,37,25,1,7
780,"open-minded,",83,358,720,3,10,5,Ele,l25_374,49,46,25,1,8
781,three-square-meter,54,358,492,3,9,1,Ele,l25_374,59,53,25,1,10
782,e-bicycles,65,358,606,3,6,3,Adv,l31_387,6,5,31,1,1
783,French-Canadian,49,358,492,3,7,4,Adv,l31_387,23,22,31,1,4
784,brand-new,19,358,264,3,7,5,Adv,l31_387,24,23,31,1,4
785,"open-minded,",83,358,720,3,10,5,Ele,l31_387,38,36,31,1,6
786,three-square-meter,54,358,492,3,9,1,Ele,l31_387,52,48,31,1,9
787,three-square-meter,68,358,606,3,9,1,Adv,l32_389,20,20,32,1,4
788,French-Canadian,49,358,492,3,7,4,Adv,l17_355,8,6,17,1,1
789,brand-new,19,358,264,3,7,5,Adv,l17_355,9,7,17,1,1
790,"open-minded,",83,358,720,3,10,5,Ele,l17_355,28,23,17,1,4
791,three-square-meter,54,358,492,3,9,1,Ele,l17_355,31,25,17,1,5
792,e-bicycles,65,358,606,3,6,3,Adv,l17_355,62,47,17,1,9
793,three-square-meter,68,358,606,3,9,1,Adv,l8_335,25,25,8,1,5
794,three-square-meter,68,358,606,3,9,1,Adv,l10_338,10,9,10,1,2
795,credit-card,35,358,378,1,10,1,Adv,l41_286,8,7,41,1,2
796,south-east,32,358,378,1,1,5,Adv,l41_286,19,18,41,1,3
797,south-east,32,358,378,1,1,5,Adv,l33_284,29,27,33,1,5
798,credit-card,35,358,378,1,10,1,Adv,l33_284,52,50,33,1,10
799,"open-minded,",83,358,720,3,10,5,Ele,l5_328,22,17,5,1,3
800,three-square-meter,54,358,492,3,9,1,Ele,l5_328,32,25,5,1,5
801,French-Canadian,49,358,492,3,7,4,Adv,l5_328,56,46,5,1,9
802,brand-new,19,358,264,3,7,5,Adv,l5_328,58,47,5,1,9
803,e-bicycles,65,358,606,3,6,3,Adv,l5_328,63,52,5,1,10
804,three-square-meter,68,358,606,3,9,1,Adv,l24_370,10,8,24,1,2
805,e-bicycles,65,358,606,3,6,3,Adv,l15_351,10,10,15,1,2
806,French-Canadian,49,358,492,3,7,4,Adv,l15_351,25,24,15,1,4
807,brand-new,19,358,264,3,7,5,Adv,l15_351,26,25,15,1,4
808,"open-minded,",83,358,720,3,10,5,Ele,l15_351,47,46,15,1,8
809,three-square-meter,54,358,492,3,9,1,Ele,l15_351,49,48,15,1,9
810,three-square-meter,68,358,606,3,9,1,Adv,l28_379,8,8,28,1,2
811,three-square-meter,68,358,606,3,9,1,Adv,l18_358,12,10,18,1,2
812,south-east,32,358,378,1,1,5,Adv,l57_288,24,23,57,1,4
813,credit-card,35,358,378,1,10,1,Adv,l57_288,41,40,57,1,8
814,hunter-gatherer,47,358,492,1,6,4,Adv,l38_97,26,26,38,1,5
815,top-level,71,358,606,1,8,3,Ele,l38_97,43,41,38,1,8
816,film-makers.,16,358,264,2,8,6,Adv,l17_493,50,45,17,1,8
817,post-genocide,32,358,378,2,8,6,Adv,l17_493,50,45,17,1,8
818,film-editing,95,358,834,2,8,6,Adv,l17_493,50,45,17,1,8
819,51-year-old,64,358,606,2,1,5,Adv,l17_493,62,55,17,1,10
820,51-year-old,64,358,606,2,1,5,Adv,l51_497,16,13,51,1,2
821,film-makers.,16,358,264,2,8,6,Adv,l51_497,44,41,51,1,7
822,post-genocide,32,358,378,2,8,6,Adv,l51_497,44,41,51,1,7
823,film-editing,95,358,834,2,8,6,Adv,l51_497,44,41,51,1,7
824,51-year-old,64,358,606,2,1,5,Adv,l53_498,42,39,53,1,7
825,film-makers.,16,358,264,2,8,6,Adv,l53_498,59,56,53,1,10
826,post-genocide,32,358,378,2,8,6,Adv,l53_498,59,56,53,1,10
827,film-editing,95,358,834,2,8,6,Adv,l53_498,59,56,53,1,10
828,film-makers.,16,358,264,2,8,6,Adv,l59_504,30,29,59,1,5
829,post-genocide,32,358,378,2,8,6,Adv,l59_504,30,29,59,1,5
830,film-editing,95,358,834,2,8,6,Adv,l59_504,30,29,59,1,5
831,51-year-old,64,358,606,2,1,5,Adv,l59_504,51,49,59,1,9
832,6.30am;,17,358,264,1,9,2,Ele,l36_486,41,38,36,1,7
833,10-year-olds,52,358,492,1,9,2,Ele,l36_486,41,38,36,1,7
834,hunter-gatherer,47,358,492,1,6,4,Adv,l36_486,49,46,36,1,8
835,film-makers.,16,358,264,2,8,6,Adv,l55_500,15,8,55,1,1
836,post-genocide,32,358,378,2,8,6,Adv,l55_500,15,8,55,1,1
837,film-editing,95,358,834,2,8,6,Adv,l55_500,15,8,55,1,1
838,51-year-old,64,358,606,2,1,5,Adv,l55_500,29,18,55,1,3
839,6.30am;,17,358,264,1,9,2,Ele,l56_489,28,22,56,1,4
840,10-year-olds,52,358,492,1,9,2,Ele,l56_489,28,22,56,1,4
841,hunter-gatherer,47,358,492,1,6,4,Adv,l56_489,64,46,56,1,8
842,hunter-gatherer,47,358,492,1,6,4,Adv,l42_488,13,6,42,1,1
843,6.30am;,17,358,264,1,9,2,Ele,l42_488,30,15,42,1,3
844,10-year-olds,52,358,492,1,9,2,Ele,l42_488,30,15,42,1,3
845,el-Haite,114,358,948,3,1,3,Adv,l57_439,16,10,57,1,2
846,"open-minded,",94,358,720,3,10,5,Ele,l57_439,24,17,57,1,3
847,three-square-meter,70,358,492,3,9,1,Ele,l57_439,42,35,57,1,7
848,al-Mamun.,46,358,378,3,9,3,Ele,l57_439,44,37,57,1,7
849,100-seat,100,358,834,3,3,4,Adv,l57_439,56,48,57,1,9
850,100-seat,96,358,834,3,3,4,Adv,l53_431,22,20,53,1,3
851,el-Haite,114,358,948,3,1,3,Adv,l53_431,26,24,53,1,4
852,three-square-meter,69,358,492,3,9,1,Ele,l53_431,29,27,53,1,5
853,al-Mamun.,36,358,378,3,9,3,Ele,l53_431,31,29,53,1,5
854,"open-minded,",94,358,720,3,10,5,Ele,l53_431,47,44,53,1,8
855,100-seat,100,358,834,3,3,4,Adv,l45_452,18,18,45,1,3
856,"open-minded,",94,358,720,3,10,5,Ele,l45_452,24,24,45,1,4
857,three-square-meter,70,358,492,3,9,1,Ele,l45_452,31,31,45,1,6
858,al-Mamun.,46,358,378,3,9,3,Ele,l45_452,33,33,45,1,6
859,el-Haite,114,358,948,3,1,3,Adv,l45_452,47,47,45,1,9
860,three-square-meter,83,358,606,3,9,1,Adv,l46_453,5,3,46,1,1
861,Seven-year-old,92,358,834,3,9,3,Adv,l46_453,8,5,46,1,1
862,three-square-meter,83,358,606,3,9,1,Adv,l34_447,14,13,34,1,3
863,Seven-year-old,92,358,834,3,9,3,Adv,l34_447,16,15,34,1,3
864,three-square-meter,84,358,606,3,9,1,Adv,l44_412,37,37,44,1,7
865,Seven-year-old,102,358,834,3,9,3,Adv,l44_412,39,39,44,1,7
866,three-square-meter,83,358,606,3,9,1,Adv,l40_405,67,53,40,1,10
867,Seven-year-old,92,358,834,3,9,3,Adv,l40_405,69,55,40,1,10
868,el-Haite,114,358,948,3,1,3,Adv,l41_451,33,32,41,1,6
869,100-seat,96,358,834,3,3,4,Adv,l41_451,39,38,41,1,7
870,"open-minded,",94,358,720,3,10,5,Ele,l41_451,45,44,41,1,8
871,three-square-meter,69,358,492,3,9,1,Ele,l41_451,54,53,41,1,10
872,al-Mamun.,36,358,378,3,9,3,Ele,l41_451,56,55,41,1,10
873,three-square-meter,83,358,606,3,9,1,Adv,l58_441,21,21,58,1,4
874,Seven-year-old,92,358,834,3,9,3,Adv,l58_441,23,23,58,1,4
875,100-seat,99,358,834,3,3,4,Adv,l37_395,35,35,37,1,6
876,el-Haite,119,358,948,3,1,3,Adv,l37_395,44,44,37,1,8
877,three-square-meter,71,358,492,3,9,1,Ele,l37_395,47,47,37,1,9
878,al-Mamun.,41,358,378,3,9,3,Ele,l37_395,49,49,37,1,9
879,"open-minded,",95,358,720,3,10,5,Ele,l37_395,55,55,37,1,10
880,three-square-meter,85,358,606,3,9,1,Adv,l36_394,40,39,36,1,7
881,Seven-year-old,97,358,834,3,9,3,Adv,l36_394,42,41,36,1,7
882,three-square-meter,85,358,606,3,9,1,Adv,l54_461,42,39,54,1,8
883,Seven-year-old,97,358,834,3,9,3,Adv,l54_461,44,41,54,1,8
884,"open-minded,",95,358,720,3,10,5,Ele,l55_435,11,7,55,1,1
885,three-square-meter,71,358,492,3,9,1,Ele,l55_435,13,9,55,1,2
886,al-Mamun.,41,358,378,3,9,3,Ele,l55_435,17,11,55,1,2
887,el-Haite,119,358,948,3,1,3,Adv,l55_435,23,15,55,1,3
888,100-seat,99,358,834,3,3,4,Adv,l55_435,30,21,55,1,4
889,three-square-meter,85,358,606,3,9,1,Adv,l48_422,32,30,48,1,6
890,Seven-year-old,97,358,834,3,9,3,Adv,l48_422,34,32,48,1,6
891,el-Haite,114,358,948,3,1,3,Adv,l47_457,13,12,47,1,2
892,100-seat,96,358,834,3,3,4,Adv,l47_457,19,18,47,1,3
893,"open-minded,",94,358,720,3,10,5,Ele,l47_457,32,29,47,1,5
894,three-square-meter,69,358,492,3,9,1,Ele,l47_457,34,31,47,1,6
895,al-Mamun.,36,358,378,3,9,3,Ele,l47_457,36,33,47,1,6
896,three-square-meter,84,358,606,3,9,1,Adv,l50_460,7,7,50,1,2
897,Seven-year-old,102,358,834,3,9,3,Adv,l50_460,9,9,50,1,2
898,three-square-meter,85,358,606,3,9,1,Adv,l60_446,40,32,60,1,6
899,Seven-year-old,97,358,834,3,9,3,Adv,l60_446,42,34,60,1,6
900,"open-minded,",94,358,720,3,10,5,Ele,l35_450,14,14,35,1,2
901,100-seat,96,358,834,3,3,4,Adv,l35_450,19,19,35,1,3
902,three-square-meter,69,358,492,3,9,1,Ele,l35_450,21,21,35,1,4
903,al-Mamun.,36,358,378,3,9,3,Ele,l35_450,23,23,35,1,4
904,el-Haite,114,358,948,3,1,3,Adv,l35_450,43,43,35,1,8
905,"open-minded,",94,358,720,3,10,5,Ele,l51_427,20,19,51,1,3
906,three-square-meter,70,358,492,3,9,1,Ele,l51_427,40,39,51,1,7
907,al-Mamun.,46,358,378,3,9,3,Ele,l51_427,42,41,51,1,7
908,el-Haite,114,358,948,3,1,3,Adv,l51_427,50,49,51,1,9
909,100-seat,100,358,834,3,3,4,Adv,l51_427,56,55,51,1,10
910,three-square-meter,83,358,606,3,9,1,Adv,l52_428,16,16,52,1,3
911,Seven-year-old,92,358,834,3,9,3,Adv,l52_428,18,18,52,1,3
912,three-square-meter,84,358,606,3,9,1,Adv,l38_396,49,43,38,1,8
913,Seven-year-old,102,358,834,3,9,3,Adv,l38_396,51,45,38,1,8
914,100-seat,99,358,834,3,3,4,Adv,l43_411,13,13,43,1,2
915,"open-minded,",95,358,720,3,10,5,Ele,l43_411,43,42,43,1,7
916,three-square-meter,71,358,492,3,9,1,Ele,l43_411,45,44,43,1,8
917,al-Mamun.,41,358,378,3,9,3,Ele,l43_411,47,46,43,1,8
918,el-Haite,119,358,948,3,1,3,Adv,l43_411,55,54,43,1,10
919,film-makers.,16,358,264,2,8,6,Adv,l57_501,38,22,57,1,4
920,post-genocide,32,358,378,2,8,6,Adv,l57_501,38,22,57,1,4
921,film-editing,95,358,834,2,8,6,Adv,l57_501,38,22,57,1,4
922,51-year-old,64,358,606,2,1,5,Adv,l57_501,74,51,57,1,9
923,51-year-old,64,358,606,2,1,5,Adv,l49_510,8,7,49,1,1
924,film-makers.,16,358,264,2,8,6,Adv,l49_510,55,52,49,1,9
925,post-genocide,32,358,378,2,8,6,Adv,l49_510,55,52,49,1,9
926,film-editing,95,358,834,2,8,6,Adv,l49_510,55,52,49,1,9
927,film-makers.,16,358,264,2,8,6,Adv,l11_525,25,22,11,1,4
928,post-genocide,32,358,378,2,8,6,Adv,l11_525,25,22,11,1,4
929,film-editing,95,358,834,2,8,6,Adv,l11_525,25,22,11,1,4
930,deep-fried,17,358,264,2,10,2,Adv,l11_525,67,54,11,1,10
931,100sq-meter,43,358,492,2,6,2,Adv,l36_524,4,4,36,1,1
932,honey-flavored,47,358,492,2,8,2,Ele,l36_524,19,19,36,1,4
933,three-square-meter,68,358,606,3,9,1,Adv,l42_2070,50,48,42,1,9
934,hunter-gatherer,47,358,492,1,6,4,Adv,l18_526,6,6,18,1,1
935,top-level,71,358,606,1,8,3,Ele,l18_526,25,20,18,1,4
936,"open-minded,",83,358,720,3,10,5,Ele,l59_547,14,12,59,1,2
937,three-square-meter,54,358,492,3,9,1,Ele,l59_547,27,23,59,1,5
938,e-bicycles,65,358,606,3,6,3,Adv,l59_547,43,35,59,1,7
939,French-Canadian,49,358,492,3,7,4,Adv,l59_547,56,48,59,1,9
940,brand-new,19,358,264,3,7,5,Adv,l59_547,57,49,59,1,9
941,top-level,71,358,606,1,8,3,Ele,l44_540,5,5,44,1,1
942,hunter-gatherer,47,358,492,1,6,4,Adv,l44_540,52,49,44,1,9
943,"open-minded,",83,358,720,3,10,5,Ele,l39_542,18,17,39,1,3
944,French-Canadian,49,358,492,3,7,4,Adv,l39_542,40,33,39,1,6
945,brand-new,19,358,264,3,7,5,Adv,l39_542,41,34,39,1,6
946,e-bicycles,65,358,606,3,6,3,Adv,l39_542,57,48,39,1,9
947,three-square-meter,54,358,492,3,9,1,Ele,l39_542,62,53,39,1,10
948,three-square-meter,68,358,606,3,9,1,Adv,l56_522,21,20,56,1,4
949,top-level,71,358,606,1,8,3,Ele,l34_512,12,12,34,1,2
950,hunter-gatherer,47,358,492,1,6,4,Adv,l34_512,58,56,34,1,10
951,three-square-meter,54,358,492,3,9,1,Ele,l49_529,8,8,49,1,2
952,"open-minded,",83,358,720,3,10,5,Ele,l49_529,32,31,49,1,6
953,French-Canadian,49,358,492,3,7,4,Adv,l49_529,37,36,49,1,7
954,brand-new,19,358,264,3,7,5,Adv,l49_529,38,37,49,1,7
955,e-bicycles,65,358,606,3,6,3,Adv,l49_529,59,52,49,1,10
956,three-square-meter,54,358,492,3,9,1,Ele,l9_536,6,3,9,1,1
957,French-Canadian,49,358,492,3,7,4,Adv,l9_536,41,29,9,1,6
958,brand-new,19,358,264,3,7,5,Adv,l9_536,42,30,9,1,6
959,e-bicycles,65,358,606,3,6,3,Adv,l9_536,47,35,9,1,7
960,"open-minded,",83,358,720,3,10,5,Ele,l9_536,59,44,9,1,8
